city,year,month,type_l1,type_l2,type_l3,type_l4,registered_count
부산,2026,08,화물,용도형,탱크로리,탱크로리(기타),262
부산,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),21
부산,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),11
부산,2026,08,화물,용도형,피견인차,피견인차(기타),2544
부산,2026,08,화물,용도형,피견인차,피견인차(저상형),509
부산,2026,08,화물,용도형,피견인차,피견인차(적재함형),549
부산,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),10372
부산,2026,08,화물,용도형,피견인차,피견인차(평판형),1247
부산,2026,08,화물,일반형,계,10톤 미만,1251
부산,2026,08,화물,일반형,계,12톤 미만,534
부산,2026,08,화물,일반형,계,12톤 이상,4456
부산,2026,08,화물,일반형,계,1톤 이하,80895
부산,2026,08,화물,일반형,계,3톤 이하,8540
부산,2026,08,화물,일반형,계,5톤 미만,5871
부산,2026,08,화물,일반형,계,8톤 미만,3573
서울,2026,08,승용,겸 화물,외산,1500CC미만,12322
서울,2026,08,승용,겸 화물,외산,2000CC미만,7
서울,2026,08,승용,겸 화물,외산,2500CC미만,342
서울,2026,08,승용,겸 화물,외산,3000CC미만,27
서울,2026,08,승용,겸 화물,외산,3500CC미만,6
서울,2026,08,승용,겸 화물,외산,3500CC이상,71
서울,2026,08,승용,겸 화물,외산,저속전기,0
서울,2026,08,승용,겸 화물,외산,전기,162
서울,2026,08,승용,기타형,외산,1500CC미만,24094
서울,2026,08,승용,기타형,외산,2000CC미만,79651
서울,2026,08,승용,기타형,외산,2500CC미만,63222
서울,2026,08,승용,기타형,외산,3000CC미만,2543
서울,2026,08,승용,기타형,외산,3500CC미만,23465
서울,2026,08,승용,기타형,외산,3500CC이상,345
서울,2026,08,승용,기타형,외산,저속전기,47
서울,2026,08,승용,기타형,외산,전기,5399
서울,2026,08,승용,다목적형,외산,1500CC미만,23912
서울,2026,08,승용,다목적형,외산,2000CC미만,475550
서울,2026,08,승용,다목적형,외산,2500CC미만,166267
서울,2026,08,승용,다목적형,외산,3000CC미만,83216
서울,2026,08,승용,다목적형,외산,3500CC미만,14967
서울,2026,08,승용,다목적형,외산,3500CC이상,30972
서울,2026,08,승용,다목적형,외산,저속전기,2
서울,2026,08,승용,다목적형,외산,전기,70971
서울,2026,08,승용,일반형,국산,1000CC미만,149112
서울,2026,08,승용,일반형,국산,1500CC미만,57804
서울,2026,08,승용,일반형,국산,2000CC미만,594280
서울,2026,08,승용,일반형,국산,2500CC미만,190111
서울,2026,08,승용,일반형,국산,3000CC미만,89619
서울,2026,08,승용,일반형,국산,3500CC미만,87565
서울,2026,08,승용,일반형,국산,4000CC미만,30499
서울,2026,08,승용,일반형,국산,4500CC미만,185
서울,2026,08,승용,일반형,국산,5000CC미만,606
서울,2026,08,승용,일반형,국산,5000CC이상,2473
서울,2026,08,승용,일반형,국산,800CC미만,4272
서울,2026,08,승용,일반형,국산,저속전기,3
서울,2026,08,승용,일반형,국산,전기,10899
서울,2026,08,승용,일반형,외산,1000CC미만,515
서울,2026,08,승용,일반형,외산,1500CC미만,23950
서울,2026,08,승용,일반형,외산,2000CC미만,257635
서울,2026,08,승용,일반형,외산,2500CC미만,58025
서울,2026,08,승용,일반형,외산,3000CC미만,58654
서울,2026,08,승용,일반형,외산,3500CC미만,23620
서울,2026,08,승용,일반형,외산,4000CC미만,14187
서울,2026,08,승용,일반형,외산,4500CC미만,3098
서울,2026,08,승용,일반형,외산,5000CC미만,3740
서울,2026,08,승용,일반형,외산,5000CC이상,5257
서울,2026,08,승용,일반형,외산,800CC미만,517
서울,2026,08,승용,일반형,외산,저속전기,0
서울,2026,08,승용,일반형,외산,전기,23308
서울,2026,08,승합,일반형,계,15인 이하,55286
서울,2026,08,승합,일반형,계,25인 이하,1598
서울,2026,08,승합,일반형,계,35인 이하,1085
서울,2026,08,승합,일반형,계,50인 이하,1744
서울,2026,08,승합,일반형,계,51인 이상,61
서울,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,40
서울,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,1285
서울,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,23
서울,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,16
서울,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,5
서울,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,550
서울,2026,08,화물,덤프형,계,12톤 미만,333
서울,2026,08,화물,덤프형,계,12톤 이상,10
서울,2026,08,화물,덤프형,계,1톤 이하,396
서울,2026,08,화물,덤프형,계,5톤 미만,867
서울,2026,08,화물,밴형,계,1톤 이하,46203
서울,2026,08,화물,밴형,계,5톤 미만,456
서울,2026,08,화물,밴형,계,5톤 이상,6
서울,2026,08,화물,용도형,유조차,경유),381
서울,2026,08,화물,용도형,유조차,유조차(기타),43
서울,2026,08,화물,용도형,유조차,유조차(방카C유),0
서울,2026,08,화물,용도형,유조차,유조차(항공유),36
서울,2026,08,화물,용도형,유조차,유조차(휘발유),8
서울,2026,08,화물,용도형,탱크로리,음료),11
서울,2026,08,화물,용도형,탱크로리,탱크로리(기타),623
서울,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),27
서울,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),23
서울,2026,08,화물,용도형,피견인차,피견인차(기타),3198
서울,2026,08,화물,용도형,피견인차,피견인차(저상형),192
서울,2026,08,화물,용도형,피견인차,피견인차(적재함형),988
서울,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),462
서울,2026,08,화물,용도형,피견인차,피견인차(평판형),368
서울,2026,08,화물,일반형,계,10톤 미만,1957
서울,2026,08,화물,일반형,계,12톤 미만,646
서울,2026,08,화물,일반형,계,12톤 이상,2860
서울,2026,08,화물,일반형,계,1톤 이하,126573
서울,2026,08,화물,일반형,계,3톤 이하,16091
서울,2026,08,화물,일반형,계,5톤 미만,8225
서울,2026,08,화물,일반형,계,8톤 미만,4079
세종,2026,08,승용,겸 화물,외산,1500CC미만,565
세종,2026,08,승용,겸 화물,외산,2000CC미만,1
세종,2026,08,승용,겸 화물,외산,2500CC미만,4
세종,2026,08,승용,겸 화물,외산,3000CC미만,0
세종,2026,08,승용,겸 화물,외산,3500CC미만,0
세종,2026,08,승용,겸 화물,외산,3500CC이상,0
세종,2026,08,승용,겸 화물,외산,저속전기,0
세종,2026,08,승용,겸 화물,외산,전기,7
세종,2026,08,승용,기타형,외산,1500CC미만,2039
세종,2026,08,승용,기타형,외산,2000CC미만,6941
세종,2026,08,승용,기타형,외산,2500CC미만,4509
세종,2026,08,승용,기타형,외산,3000CC미만,57
세종,2026,08,승용,기타형,외산,3500CC미만,1139
세종,2026,08,승용,기타형,외산,3500CC이상,18
세종,2026,08,승용,기타형,외산,저속전기,5
세종,2026,08,승용,기타형,외산,전기,401
세종,2026,08,승용,다목적형,외산,1500CC미만,2007
세종,2026,08,승용,다목적형,외산,2000CC미만,35135
세종,2026,08,승용,다목적형,외산,2500CC미만,10515
세종,2026,08,승용,다목적형,외산,3000CC미만,3339
세종,2026,08,승용,다목적형,외산,3500CC미만,455
세종,2026,08,승용,다목적형,외산,3500CC이상,1597
세종,2026,08,승용,다목적형,외산,저속전기,0
세종,2026,08,승용,다목적형,외산,전기,6085
세종,2026,08,승용,일반형,국산,1000CC미만,15577
세종,2026,08,승용,일반형,국산,1500CC미만,3407
세종,2026,08,승용,일반형,국산,2000CC미만,45158
세종,2026,08,승용,일반형,국산,2500CC미만,13761
세종,2026,08,승용,일반형,국산,3000CC미만,5261
세종,2026,08,승용,일반형,국산,3500CC미만,3658
세종,2026,08,승용,일반형,국산,4000CC미만,1225
세종,2026,08,승용,일반형,국산,4500CC미만,4
세종,2026,08,승용,일반형,국산,5000CC미만,20
세종,2026,08,승용,일반형,국산,5000CC이상,98
세종,2026,08,승용,일반형,국산,800CC미만,152
세종,2026,08,승용,일반형,국산,저속전기,0
세종,2026,08,승용,일반형,국산,전기,1158
세종,2026,08,승용,일반형,외산,1000CC미만,11
세종,2026,08,승용,일반형,외산,1500CC미만,1851
세종,2026,08,승용,일반형,외산,2000CC미만,11145
세종,2026,08,승용,일반형,외산,2500CC미만,2588
세종,2026,08,승용,일반형,외산,3000CC미만,1597
세종,2026,08,승용,일반형,외산,3500CC미만,519
세종,2026,08,승용,일반형,외산,4000CC미만,349
세종,2026,08,승용,일반형,외산,4500CC미만,75
세종,2026,08,승용,일반형,외산,5000CC미만,53
세종,2026,08,승용,일반형,외산,5000CC이상,76
세종,2026,08,승용,일반형,외산,800CC미만,23
세종,2026,08,승용,일반형,외산,저속전기,0
세종,2026,08,승용,일반형,외산,전기,1518
세종,2026,08,승합,일반형,계,15인 이하,2362
세종,2026,08,승합,일반형,계,25인 이하,96
세종,2026,08,승합,일반형,계,35인 이하,58
세종,2026,08,승합,일반형,계,50인 이하,92
세종,2026,08,승합,일반형,계,51인 이상,2
세종,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,0
세종,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,120
세종,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,1
세종,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,3
세종,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,0
세종,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,43
세종,2026,08,화물,덤프형,계,12톤 미만,67
세종,2026,08,화물,덤프형,계,12톤 이상,1
세종,2026,08,화물,덤프형,계,1톤 이하,199
세종,2026,08,화물,덤프형,계,5톤 미만,44
세종,2026,08,화물,밴형,계,1톤 이하,1256
세종,2026,08,화물,밴형,계,5톤 미만,32
세종,2026,08,화물,밴형,계,5톤 이상,1
세종,2026,08,화물,용도형,유조차,경유),33
세종,2026,08,화물,용도형,유조차,유조차(기타),6
세종,2026,08,화물,용도형,유조차,유조차(방카C유),0
세종,2026,08,화물,용도형,유조차,유조차(항공유),0
세종,2026,08,화물,용도형,유조차,유조차(휘발유),0
세종,2026,08,화물,용도형,탱크로리,음료),13
세종,2026,08,화물,용도형,탱크로리,탱크로리(기타),96
세종,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),5
세종,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),4
세종,2026,08,화물,용도형,피견인차,피견인차(기타),355
세종,2026,08,화물,용도형,피견인차,피견인차(저상형),15
세종,2026,08,화물,용도형,피견인차,피견인차(적재함형),287
세종,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),67
세종,2026,08,화물,용도형,피견인차,피견인차(평판형),28
세종,2026,08,화물,일반형,계,10톤 미만,112
세종,2026,08,화물,일반형,계,12톤 미만,25
세종,2026,08,화물,일반형,계,12톤 이상,251
세종,2026,08,화물,일반형,계,1톤 이하,7441
세종,2026,08,화물,일반형,계,3톤 이하,613
세종,2026,08,화물,일반형,계,5톤 미만,521
세종,2026,08,화물,일반형,계,8톤 미만,509
울산,2026,08,승용,겸 화물,외산,1500CC미만,1671
울산,2026,08,승용,겸 화물,외산,2000CC미만,0
울산,2026,08,승용,겸 화물,외산,2500CC미만,39
울산,2026,08,승용,겸 화물,외산,3000CC미만,2
울산,2026,08,승용,겸 화물,외산,3500CC미만,0
울산,2026,08,승용,겸 화물,외산,3500CC이상,6
울산,2026,08,승용,겸 화물,외산,저속전기,0
울산,2026,08,승용,겸 화물,외산,전기,36
울산,2026,08,승용,기타형,외산,1500CC미만,4681
울산,2026,08,승용,기타형,외산,2000CC미만,13993
울산,2026,08,승용,기타형,외산,2500CC미만,9391
울산,2026,08,승용,기타형,외산,3000CC미만,228
울산,2026,08,승용,기타형,외산,3500CC미만,2438
울산,2026,08,승용,기타형,외산,3500CC이상,24
울산,2026,08,승용,기타형,외산,저속전기,7
울산,2026,08,승용,기타형,외산,전기,727
울산,2026,08,승용,다목적형,외산,1500CC미만,3345
울산,2026,08,승용,다목적형,외산,2000CC미만,111365
울산,2026,08,승용,다목적형,외산,2500CC미만,41634
울산,2026,08,승용,다목적형,외산,3000CC미만,10629
울산,2026,08,승용,다목적형,외산,3500CC미만,1526
울산,2026,08,승용,다목적형,외산,3500CC이상,4242
울산,2026,08,승용,다목적형,외산,저속전기,0
울산,2026,08,승용,다목적형,외산,전기,12282
울산,2026,08,승용,일반형,국산,1000CC미만,58399
울산,2026,08,승용,일반형,국산,1500CC미만,9387
울산,2026,08,승용,일반형,국산,2000CC미만,124403
울산,2026,08,승용,일반형,국산,2500CC미만,36300
울산,2026,08,승용,일반형,국산,3000CC미만,18846
울산,2026,08,승용,일반형,국산,3500CC미만,15443
울산,2026,08,승용,일반형,국산,4000CC미만,5681
울산,2026,08,승용,일반형,국산,4500CC미만,19
울산,2026,08,승용,일반형,국산,5000CC미만,119
울산,2026,08,승용,일반형,국산,5000CC이상,495
울산,2026,08,승용,일반형,국산,800CC미만,787
울산,2026,08,승용,일반형,국산,저속전기,0
울산,2026,08,승용,일반형,국산,전기,2538
울산,2026,08,승용,일반형,외산,1000CC미만,41
울산,2026,08,승용,일반형,외산,1500CC미만,2768
울산,2026,08,승용,일반형,외산,2000CC미만,18226
울산,2026,08,승용,일반형,외산,2500CC미만,3606
울산,2026,08,승용,일반형,외산,3000CC미만,3633
울산,2026,08,승용,일반형,외산,3500CC미만,1196
울산,2026,08,승용,일반형,외산,4000CC미만,846
울산,2026,08,승용,일반형,외산,4500CC미만,187
울산,2026,08,승용,일반형,외산,5000CC미만,199
울산,2026,08,승용,일반형,외산,5000CC이상,267
울산,2026,08,승용,일반형,외산,800CC미만,32
울산,2026,08,승용,일반형,외산,저속전기,0
울산,2026,08,승용,일반형,외산,전기,1665
울산,2026,08,승합,일반형,계,15인 이하,8137
울산,2026,08,승합,일반형,계,25인 이하,438
울산,2026,08,승합,일반형,계,35인 이하,223
울산,2026,08,승합,일반형,계,50인 이하,403
울산,2026,08,승합,일반형,계,51인 이상,15
울산,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,13
울산,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,1626
울산,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,2
울산,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,5
울산,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,8
울산,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,185
울산,2026,08,화물,덤프형,계,12톤 미만,61
울산,2026,08,화물,덤프형,계,12톤 이상,8
울산,2026,08,화물,덤프형,계,1톤 이하,781
울산,2026,08,화물,덤프형,계,5톤 미만,169
울산,2026,08,화물,밴형,계,1톤 이하,6542
울산,2026,08,화물,밴형,계,5톤 미만,83
울산,2026,08,화물,밴형,계,5톤 이상,4
울산,2026,08,화물,용도형,유조차,경유),280
울산,2026,08,화물,용도형,유조차,유조차(기타),29
울산,2026,08,화물,용도형,유조차,유조차(방카C유),3
울산,2026,08,화물,용도형,유조차,유조차(항공유),12
울산,2026,08,화물,용도형,유조차,유조차(휘발유),2
울산,2026,08,화물,용도형,탱크로리,음료),3
울산,2026,08,화물,용도형,탱크로리,탱크로리(기타),300
울산,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),20
울산,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),35
울산,2026,08,화물,용도형,피견인차,피견인차(기타),1889
울산,2026,08,화물,용도형,피견인차,피견인차(저상형),229
울산,2026,08,화물,용도형,피견인차,피견인차(적재함형),377
울산,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),1955
울산,2026,08,화물,용도형,피견인차,피견인차(평판형),690
울산,2026,08,화물,일반형,계,10톤 미만,521
울산,2026,08,화물,일반형,계,12톤 미만,192
울산,2026,08,화물,일반형,계,12톤 이상,2589
울산,2026,08,화물,일반형,계,1톤 이하,36104
울산,2026,08,화물,일반형,계,3톤 이하,2018
울산,2026,08,화물,일반형,계,5톤 미만,1817
울산,2026,08,화물,일반형,계,8톤 미만,1701
인천,2026,08,승용,겸 화물,외산,1500CC미만,8564
인천,2026,08,승용,겸 화물,외산,2000CC미만,0
인천,2026,08,승용,겸 화물,외산,2500CC미만,127
인천,2026,08,승용,겸 화물,외산,3000CC미만,9
인천,2026,08,승용,겸 화물,외산,3500CC미만,2
인천,2026,08,승용,겸 화물,외산,3500CC이상,17
인천,2026,08,승용,겸 화물,외산,저속전기,0
인천,2026,08,승용,겸 화물,외산,전기,969
인천,2026,08,승용,기타형,외산,1500CC미만,19602
인천,2026,08,승용,기타형,외산,2000CC미만,59241
인천,2026,08,승용,기타형,외산,2500CC미만,41188
인천,2026,08,승용,기타형,외산,3000CC미만,857
인천,2026,08,승용,기타형,외산,3500CC미만,12535
인천,2026,08,승용,기타형,외산,3500CC이상,91
인천,2026,08,승용,기타형,외산,저속전기,32
인천,2026,08,승용,기타형,외산,전기,4665
인천,2026,08,승용,다목적형,외산,1500CC미만,19419
인천,2026,08,승용,다목적형,외산,2000CC미만,279870
인천,2026,08,승용,다목적형,외산,2500CC미만,92655
인천,2026,08,승용,다목적형,외산,3000CC미만,47597
인천,2026,08,승용,다목적형,외산,3500CC미만,5677
인천,2026,08,승용,다목적형,외산,3500CC이상,16061
인천,2026,08,승용,다목적형,외산,저속전기,0
인천,2026,08,승용,다목적형,외산,전기,59625
인천,2026,08,승용,일반형,국산,1000CC미만,131381
인천,2026,08,승용,일반형,국산,1500CC미만,27736
인천,2026,08,승용,일반형,국산,2000CC미만,310702
인천,2026,08,승용,일반형,국산,2500CC미만,90245
인천,2026,08,승용,일반형,국산,3000CC미만,31232
인천,2026,08,승용,일반형,국산,3500CC미만,36843
인천,2026,08,승용,일반형,국산,4000CC미만,11493
인천,2026,08,승용,일반형,국산,4500CC미만,42
인천,2026,08,승용,일반형,국산,5000CC미만,190
인천,2026,08,승용,일반형,국산,5000CC이상,962
인천,2026,08,승용,일반형,국산,800CC미만,2243
인천,2026,08,승용,일반형,국산,저속전기,2
인천,2026,08,승용,일반형,국산,전기,12272
인천,2026,08,승용,일반형,외산,1000CC미만,111
인천,2026,08,승용,일반형,외산,1500CC미만,10956
인천,2026,08,승용,일반형,외산,2000CC미만,105338
인천,2026,08,승용,일반형,외산,2500CC미만,15830
인천,2026,08,승용,일반형,외산,3000CC미만,29955
인천,2026,08,승용,일반형,외산,3500CC미만,3864
인천,2026,08,승용,일반형,외산,4000CC미만,6560
인천,2026,08,승용,일반형,외산,4500CC미만,1424
인천,2026,08,승용,일반형,외산,5000CC미만,768
인천,2026,08,승용,일반형,외산,5000CC이상,1425
인천,2026,08,승용,일반형,외산,800CC미만,143
인천,2026,08,승용,일반형,외산,저속전기,0
인천,2026,08,승용,일반형,외산,전기,15796
인천,2026,08,승합,일반형,계,15인 이하,25142
인천,2026,08,승합,일반형,계,25인 이하,747
인천,2026,08,승합,일반형,계,35인 이하,491
인천,2026,08,승합,일반형,계,50인 이하,801
인천,2026,08,승합,일반형,계,51인 이상,46
인천,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,26
인천,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,3954
인천,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,11
인천,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,7
인천,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,24
인천,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,399
인천,2026,08,화물,덤프형,계,12톤 미만,103
인천,2026,08,화물,덤프형,계,12톤 이상,10
인천,2026,08,화물,덤프형,계,1톤 이하,304
인천,2026,08,화물,덤프형,계,5톤 미만,486
인천,2026,08,화물,밴형,계,1톤 이하,25600
인천,2026,08,화물,밴형,계,5톤 미만,274
인천,2026,08,화물,밴형,계,5톤 이상,3
인천,2026,08,화물,용도형,유조차,경유),685
인천,2026,08,화물,용도형,유조차,유조차(기타),86
인천,2026,08,화물,용도형,유조차,유조차(방카C유),5
인천,2026,08,화물,용도형,유조차,유조차(항공유),22
인천,2026,08,화물,용도형,유조차,유조차(휘발유),18
인천,2026,08,화물,용도형,탱크로리,음료),13
인천,2026,08,화물,용도형,탱크로리,탱크로리(기타),541
인천,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),64
인천,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),68
인천,2026,08,화물,용도형,피견인차,피견인차(기타),3701
인천,2026,08,화물,용도형,피견인차,피견인차(저상형),378
인천,2026,08,화물,용도형,피견인차,피견인차(적재함형),969
인천,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),6882
인천,2026,08,화물,용도형,피견인차,피견인차(평판형),949
인천,2026,08,화물,일반형,계,10톤 미만,985
인천,2026,08,화물,일반형,계,12톤 미만,335
인천,2026,08,화물,일반형,계,12톤 이상,3638
인천,2026,08,화물,일반형,계,1톤 이하,85131
인천,2026,08,화물,일반형,계,3톤 이하,9195
인천,2026,08,화물,일반형,계,5톤 미만,5540
인천,2026,08,화물,일반형,계,8톤 미만,2228
전남광주,2026,08,승용,겸 화물,외산,1500CC미만,12861
전남광주,2026,08,승용,겸 화물,외산,2000CC미만,7
전남광주,2026,08,승용,겸 화물,외산,2500CC미만,279
전남광주,2026,08,승용,겸 화물,외산,3000CC미만,29
전남광주,2026,08,승용,겸 화물,외산,3500CC미만,6
전남광주,2026,08,승용,겸 화물,외산,3500CC이상,33
전남광주,2026,08,승용,겸 화물,외산,저속전기,0
전남광주,2026,08,승용,겸 화물,외산,전기,232
전남광주,2026,08,승용,기타형,외산,1500CC미만,21036
전남광주,2026,08,승용,기타형,외산,2000CC미만,65364
전남광주,2026,08,승용,기타형,외산,2500CC미만,47996
전남광주,2026,08,승용,기타형,외산,3000CC미만,766
전남광주,2026,08,승용,기타형,외산,3500CC미만,10355
전남광주,2026,08,승용,기타형,외산,3500CC이상,116
전남광주,2026,08,승용,기타형,외산,저속전기,35
전남광주,2026,08,승용,기타형,외산,전기,4523
전남광주,2026,08,승용,다목적형,외산,1500CC미만,10524
전남광주,2026,08,승용,다목적형,외산,2000CC미만,331897
전남광주,2026,08,승용,다목적형,외산,2500CC미만,99776
전남광주,2026,08,승용,다목적형,외산,3000CC미만,36859
전남광주,2026,08,승용,다목적형,외산,3500CC미만,4438
전남광주,2026,08,승용,다목적형,외산,3500CC이상,9740
전남광주,2026,08,승용,다목적형,외산,저속전기,0
전남광주,2026,08,승용,다목적형,외산,전기,44030
전남광주,2026,08,승용,일반형,국산,1000CC미만,122225
전남광주,2026,08,승용,일반형,국산,1500CC미만,26384
전남광주,2026,08,승용,일반형,국산,2000CC미만,424625
전남광주,2026,08,승용,일반형,국산,2500CC미만,121897
전남광주,2026,08,승용,일반형,국산,3000CC미만,62139
전남광주,2026,08,승용,일반형,국산,3500CC미만,48875
전남광주,2026,08,승용,일반형,국산,4000CC미만,16925
전남광주,2026,08,승용,일반형,국산,4500CC미만,49
전남광주,2026,08,승용,일반형,국산,5000CC미만,284
전남광주,2026,08,승용,일반형,국산,5000CC이상,1163
전남광주,2026,08,승용,일반형,국산,800CC미만,2227
전남광주,2026,08,승용,일반형,국산,저속전기,2
전남광주,2026,08,승용,일반형,국산,전기,10890
전남광주,2026,08,승용,일반형,외산,1000CC미만,53
전남광주,2026,08,승용,일반형,외산,1500CC미만,8874
전남광주,2026,08,승용,일반형,외산,2000CC미만,64154
전남광주,2026,08,승용,일반형,외산,2500CC미만,14880
전남광주,2026,08,승용,일반형,외산,3000CC미만,16116
전남광주,2026,08,승용,일반형,외산,3500CC미만,4066
전남광주,2026,08,승용,일반형,외산,4000CC미만,3244
전남광주,2026,08,승용,일반형,외산,4500CC미만,880
전남광주,2026,08,승용,일반형,외산,5000CC미만,889
전남광주,2026,08,승용,일반형,외산,5000CC이상,928
전남광주,2026,08,승용,일반형,외산,800CC미만,55
전남광주,2026,08,승용,일반형,외산,저속전기,0
전남광주,2026,08,승용,일반형,외산,전기,5932
전남광주,2026,08,승합,일반형,계,15인 이하,34084
전남광주,2026,08,승합,일반형,계,25인 이하,1436
전남광주,2026,08,승합,일반형,계,35인 이하,932
전남광주,2026,08,승합,일반형,계,50인 이하,1069
전남광주,2026,08,승합,일반형,계,51인 이상,19
전남광주,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,48
전남광주,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,5214
전남광주,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,36
전남광주,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,20
전남광주,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,34
전남광주,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,822
전남광주,2026,08,화물,덤프형,계,12톤 미만,669
전남광주,2026,08,화물,덤프형,계,12톤 이상,31
전남광주,2026,08,화물,덤프형,계,1톤 이하,3588
전남광주,2026,08,화물,덤프형,계,5톤 미만,1402
전남광주,2026,08,화물,밴형,계,1톤 이하,21257
전남광주,2026,08,화물,밴형,계,5톤 미만,474
전남광주,2026,08,화물,밴형,계,5톤 이상,11
전남광주,2026,08,화물,용도형,유조차,경유),1012
전남광주,2026,08,화물,용도형,유조차,유조차(기타),105
전남광주,2026,08,화물,용도형,유조차,유조차(방카C유),5
전남광주,2026,08,화물,용도형,유조차,유조차(항공유),13
전남광주,2026,08,화물,용도형,유조차,유조차(휘발유),7
전남광주,2026,08,화물,용도형,탱크로리,음료),25
전남광주,2026,08,화물,용도형,탱크로리,탱크로리(기타),858
전남광주,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),81
전남광주,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),48
전남광주,2026,08,화물,용도형,피견인차,피견인차(기타),5364
전남광주,2026,08,화물,용도형,피견인차,피견인차(저상형),478
전남광주,2026,08,화물,용도형,피견인차,피견인차(적재함형),1320
전남광주,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),4035
전남광주,2026,08,화물,용도형,피견인차,피견인차(평판형),1724
전남광주,2026,08,화물,일반형,계,10톤 미만,2995
전남광주,2026,08,화물,일반형,계,12톤 미만,711
전남광주,2026,08,화물,일반형,계,12톤 이상,7094
전남광주,2026,08,화물,일반형,계,1톤 이하,189677
전남광주,2026,08,화물,일반형,계,3톤 이하,11308
전남광주,2026,08,화물,일반형,계,5톤 미만,10978
전남광주,2026,08,화물,일반형,계,8톤 미만,7695
전북,2026,08,승용,겸 화물,외산,1500CC미만,2541
전북,2026,08,승용,겸 화물,외산,2000CC미만,3
전북,2026,08,승용,겸 화물,외산,2500CC미만,148
전북,2026,08,승용,겸 화물,외산,3000CC미만,18
전북,2026,08,승용,겸 화물,외산,3500CC미만,2
전북,2026,08,승용,겸 화물,외산,3500CC이상,14
전북,2026,08,승용,겸 화물,외산,저속전기,0
전북,2026,08,승용,겸 화물,외산,전기,70
전북,2026,08,승용,기타형,외산,1500CC미만,9710
전북,2026,08,승용,기타형,외산,2000CC미만,27667
전북,2026,08,승용,기타형,외산,2500CC미만,21083
전북,2026,08,승용,기타형,외산,3000CC미만,436
전북,2026,08,승용,기타형,외산,3500CC미만,3964
전북,2026,08,승용,기타형,외산,3500CC이상,72
전북,2026,08,승용,기타형,외산,저속전기,4
전북,2026,08,승용,기타형,외산,전기,2000
전북,2026,08,승용,다목적형,외산,1500CC미만,6181
전북,2026,08,승용,다목적형,외산,2000CC미만,161010
전북,2026,08,승용,다목적형,외산,2500CC미만,48051
전북,2026,08,승용,다목적형,외산,3000CC미만,17438
전북,2026,08,승용,다목적형,외산,3500CC미만,1719
전북,2026,08,승용,다목적형,외산,3500CC이상,4887
전북,2026,08,승용,다목적형,외산,저속전기,0
전북,2026,08,승용,다목적형,외산,전기,19516
전북,2026,08,승용,일반형,국산,1000CC미만,59786
전북,2026,08,승용,일반형,국산,1500CC미만,16657
전북,2026,08,승용,일반형,국산,2000CC미만,205451
전북,2026,08,승용,일반형,국산,2500CC미만,52459
